Year,Month,Day,Weekend?,Hour,Primary Factor,Latitude,Longitude

2012,1,4,1,1400,2,39.16144343,-86.5349714

2012,2,5,1,800,16,39.16144,-86.5254872

2012,12,5,1,1500,8,39.16144,-86.5281116

2012,9,7,0,1500,3,39.16144,-86.534848

2012,5,4,1,1400,5,39.16144,-86.5339528

2012,2,2,1,1600,2,39.16144,-86.5337764

2012,1,1,0,800,3,39.16144,-86.5336

2012,1,7,0,2200,11,39.16144,-86.5336

2012,4,6,1,1100,1,39.16144,-86.5336

2012,9,3,1,1200,4,39.16144,-86.5336

2012,4,7,0,1700,10,39.16144,-86.5324

2012,10,2,1,2100,8,39.16144,-86.53212571

2012,3,6,1,900,4,39.16144,-86.531056

2012,4,5,1,1400,4,39.16144,-86.531056

2012,5,4,1,1900,4,39.16144,-86.531056

2012,5,5,1,1500,4,39.16144,-86.531056

2012,10,3,1,1400,10,39.16144,-86.531056

2012,9,2,1,1500,1,39.16144,-86.531056

2012,3,6,1,300,5,39.16144,-86.52976

2012,10,7,0,1500,1,39.16144,-86.52976

2012,9,6,1,1600,25,39.16144,-86.52805616

2012,7,2,1,2000,10,39.16144,-86.527152

2012,11,4,1,1500,4,39.16144,-86.527152

2012,3,5,1,1600,1,39.16144,-86.52709845

2012,8,1,0,1300,1,39.16144,-86.52584

2012,12,5,1,1000,7,39.16144,-86.523952

2012,1,5,1,1200,2,39.16142978,-86.54614023

2012,1,5,1,1200,16,39.16142978,-86.54614023

2012,1,2,1,1600,4,39.16142978,-86.54614023

2012,6,2,1,2100,4,39.16142978,-86.54614023

2012,7,7,0,1100,3,39.16142978,-86.54614023

2012,8,3,1,300,7,39.16142978,-86.54614023

2012,10,5,1,1000,7,39.16142978,-86.54612725

2012,4,7,0,2300,14,39.16142508,-86.56753487

2012,9,1,0,1000,2,39.16141033,-86.54224969

2012,11,2,1,1000,2,39.16141033,-86.54224969

2012,1,5,1,1800,2,39.16141033,-86.54224536

2012,9,2,1,1100,2,39.16141033,-86.5422432

2012,2,4,1,1600,24,39.16141033,-86.53743982

2012,8,5,1,1100,19,39.16141033,-86.53743549

2012,4,3,1,1800,2,39.16140027,-86.53868759

2012,3,1,0,1600,1,39.16140027,-86.53867028

2012,3,2,1,800,2,39.16140027,-86.53362974

2012,4,4,1,1800,18,39.16140027,-86.53362974

2012,10,6,0,1900,2,39.16140027,-86.53362974

2012,10,7,0,2100,30,39.16140027,-86.53362974

2012,3,2,1,1600,2,39.16138016,-86.53492994

2012,10,3,1,1500,4,39.16138016,-86.53492994

2012,11,4,1,500,1,39.16138016,-86.53492994

2012,5,5,1,1700,4,39.16136004,-86.53123989

2012,8,2,1,1400,4,39.16136004,-86.53123989

2012,3,2,1,1000,8,39.16135535,-86.53977066

2012,4,5,1,800,14,39.16135535,-86.53977066

2012,4,7,0,800,4,39.16134254,-86.52719974

2012,10,4,1,1200,1,39.16133992,-86.52720847

2012,1,4,1,1600,14,39.16131981,-86.52399994

2012,10,6,1,1100,15,39.16131224,-86.53488032

2012,2,5,1,800,24,39.161312,-86.522576

2012,7,6,1,1400,1,39.16130268,-86.5348502

2012,5,4,1,300,17,39.16130268,-86.52584196

2012,5,5,1,1500,1,39.16119737,-86.53624439

2012,6,6,1,1700,10,39.16117094,-86.47675484

2012,3,7,0,1400,4,39.161168,-86.516352

2012,11,5,1,1900,2,39.16116537,-86.53485239

2012,7,4,1,1700,20,39.16115717,-86.53485253

2012,9,3,1,1300,8,39.16115717,-86.53485253

2012,10,2,1,1200,4,39.16115717,-86.53485253

2012,2,3,1,1000,2,39.1611519,-86.48072644

2012,3,5,1,1100,20,39.16115016,-86.48071981

2012,2,6,1,900,8,39.16114057,-86.5336

2012,1,2,1,1600,11,39.16112,-86.514096

2012,4,7,0,0,10,39.16112,-86.514096

2012,5,5,1,100,4,39.16111574,-86.54512971

2012,8,6,1,1400,8,39.16106384,-86.53624653

2012,10,3,1,900,8,39.16104889,-86.55483245

2012,12,2,1,1100,8,39.16104889,-86.55483245

2012,10,7,0,1300,7,39.16103013,-86.51320002

2012,5,2,1,1700,8,39.16101225,-86.5336

2012,12,2,1,100,8,39.16097447,-86.49940006

2012,10,1,0,200,1,39.16095737,-86.51906066

2012,11,3,1,1700,15,39.16094401,-86.4979606

2012,10,6,1,1200,14,39.160944,-86.49783712

2012,2,6,1,1400,4,39.160944,-86.508288

2012,3,2,1,1700,4,39.160944,-86.497696

2012,3,3,1,1400,2,39.160944,-86.497696

2012,3,7,0,1100,15,39.160944,-86.497696

2012,4,1,0,1300,4,39.160944,-86.497696

2012,7,1,0,1500,16,39.160944,-86.497696

2012,5,1,1,2200,1,39.16094027,-86.49772033

2012,9,5,1,1200,4,39.16094027,-86.49771168

2012,6,4,1,1000,17,39.16093797,-86.49771967

2012,12,6,1,1200,2,39.16093004,-86.4978075

2012,4,6,1,1800,5,39.16092322,-86.50243435

2012,7,4,1,2000,1,39.16092016,-86.50248433

2012,3,2,1,1100,11,39.16092016,-86.50244973

2012,2,6,1,0,2,39.16092016,-86.50244973

2012,2,4,1,800,2,39.16092016,-86.50244973

2012,4,1,1,2200,3,39.16092016,-86.50244973

2012,12,7,0,1200,2,39.16092016,-86.50244973

2012,7,2,1,1800,2,39.16081318,-86.53485803

2012,12,7,0,1400,15,39.16075336,-86.5324

2012,3,4,1,1100,3,39.16074984,-86.54850997

2012,4,1,0,1200,2,39.16074984,-86.54850997

2012,5,6,1,500,4,39.16074984,-86.54850997

2012,5,7,0,2000,8,39.16074984,-86.54850997

2012,7,3,1,1300,2,39.16074984,-86.54850997

2012,7,5,1,1200,2,39.16074984,-86.54850997

2012,10,2,1,1400,3,39.16074984,-86.54850997

2012,12,2,1,1600,1,39.16074984,-86.54850997

2012,6,6,1,1000,7,39.160544,-86.5508

2012,11,2,1,2100,2,39.160544,-86.5508

2012,6,2,1,1800,8,39.16051246,-86.55401453

2012,12,6,1,1400,8,39.16051246,-86.55401453

2012,2,1,0,1600,13,39.1604501,-86.47678032

2012,6,4,1,1700,8,39.16041255,-86.53861261

2012,5,7,0,2300,15,39.16039489,-86.49771494

2012,5,4,1,1500,4,39.16038975,-86.52718976

2012,2,3,1,1500,32,39.16038015,-86.55083273

2012,11,3,1,1700,4,39.16037969,-86.55083008

2012,10,4,1,200,10,39.16037031,-86.52593985

2012,5,1,0,800,20,39.16034013,-86.60384126

2012,6,2,1,800,15,39.160272,-86.516336

2012,4,2,1,1100,4,39.16026962,-86.55078432

2012,3,6,1,1200,1,39.16025765,-86.55395418

2012,5,5,1,1600,25,39.16025765,-86.55395418

2012,3,3,1,700,16,39.16003226,-86.52311012

2012,4,3,1,1200,17,39.15998927,-86.53487121

2012,2,6,0,2000,2,39.15993981,-86.55382007

2012,3,5,1,1900,2,39.15993981,-86.55382007

2012,5,1,0,1500,2,39.15993981,-86.55382007

2012,12,2,1,900,9,39.15993981,-86.55382007

2012,5,3,1,2000,12,39.1599148,-86.48039996

2012,2,5,1,1700,2,39.15967782,-86.53494

2012,10,1,0,100,2,39.15961848,-86.53360024

2012,5,1,0,0,4,39.15957122,-86.49774334

2012,5,2,1,1500,14,39.159504,-86.538592

2012,4,2,1,2100,4,39.159504,-86.538592

2012,10,3,1,1400,5,39.159504,-86.538592

2012,5,3,1,800,2,39.15948133,-86.5336

2012,2,3,1,1000,7,39.159472,-86.536272

2012,9,7,0,1600,4,39.159472,-86.536272

2012,10,6,1,1700,4,39.15945031,-86.54343278

2012,4,5,1,2000,4,39.15944,-86.53488

2012,5,7,0,1600,14,39.15944,-86.53488

2012,6,2,1,1100,2,39.15944,-86.53488

2012,6,7,0,2300,14,39.15944,-86.53488

2012,7,5,1,1100,1,39.15944,-86.53488

2012,9,5,1,1100,13,39.15944,-86.53488

2012,9,5,1,2300,4,39.15944,-86.53488

2012,10,3,1,500,3,39.15944,-86.53488

2012,10,2,1,1800,4,39.15944,-86.53488

2012,10,2,1,1700,4,39.15944,-86.53488

2012,11,7,0,800,3,39.15944,-86.53488

2012,12,2,1,1300,16,39.15943019,-86.49054342

2012,11,2,1,1700,4,39.15942013,-86.53871355

2012,2,3,1,800,12,39.15939583,-86.52264006

2012,7,3,1,1600,2,39.15936984,-86.53499029

2012,10,2,1,1700,2,39.15936984,-86.53499029

2012,11,5,1,700,1,39.15936984,-86.53499029

2012,7,2,1,900,4,39.159344,-86.5336

2012,10,3,1,1000,3,39.159344,-86.5336

2012,1,1,0,1000,3,39.159344,-86.5324

2012,3,7,0,1900,4,39.159344,-86.5324

2012,4,3,1,1700,4,39.159344,-86.5324

2012,12,2,1,1100,4,39.159344,-86.5324

2012,2,4,1,800,4,39.159344,-86.5176

2012,10,3,1,1700,4,39.15932022,-86.52714014

2012,9,4,1,800,1,39.15932022,-86.52712283

2012,1,3,1,1800,4,39.15930784,-86.52021468

2012,8,6,1,1600,3,39.15929005,-86.52264006

2012,10,6,1,1000,2,39.15927503,-86.55557806

2012,9,1,0,1300,1,39.15925182,-86.49775452

2012,1,5,1,1200,16,39.15921217,-86.56822085

2012,2,4,1,300,7,39.15910967,-86.47156007

2012,4,7,0,2100,2,39.158973,-86.5163999

2012,5,3,1,1600,8,39.15888637,-86.56751409

2012,4,6,1,1600,8,39.15883943,-86.56759187

2012,3,6,1,1700,20,39.15870911,-86.49777307

2012,8,3,1,1300,2,39.15862042,-86.53494

2012,3,5,1,1300,2,39.15861513,-86.55670627

2012,2,1,0,1700,8,39.15855945,-86.54163329

2012,4,2,1,1300,8,39.158448,-86.53257639

2012,7,7,0,900,11,39.1584083,-86.50843977

2012,1,3,1,1900,1,39.15838458,-86.540947

2012,3,6,1,200,4,39.15835389,-86.53242422

2012,7,5,1,1700,4,39.15831976,-86.49611033

2012,7,2,1,1400,4,39.15829025,-86.52710996

2012,1,4,1,1100,2,39.15816,-86.497792

2012,1,3,1,1900,4,39.15816,-86.497792

2012,1,5,1,1400,1,39.15814541,-86.49706318

2012,7,4,1,900,1,39.15814541,-86.49706318

2012,2,7,0,1100,4,39.15812848,-86.49787779

2012,9,5,1,800,4,39.15812261,-86.57082997

2012,7,4,1,1000,4,39.15810987,-86.49788998

2012,12,4,1,1700,11,39.15810987,-86.49788998

2012,6,2,1,1600,3,39.15794022,-86.61046028

2012,1,7,0,2000,9,39.157936,-86.5336

2012,6,2,1,700,8,39.15789442,-86.52234971

2012,12,5,1,0,7,39.15789032,-86.61998748

2012,1,7,0,100,7,39.15785841,-86.51649965

2012,11,3,1,1000,7,39.15779348,-86.50846438

2012,12,4,1,1800,4,39.157792,-86.508288

2012,2,3,1,2300,7,39.15775436,-86.50476055

2012,5,7,0,2300,16,39.15771888,-86.57117128

2012,10,3,1,1300,2,39.15763103,-86.55885497

2012,4,2,1,2000,2,39.157616,-86.538592

2012,7,5,1,1100,2,39.157616,-86.538592

2012,9,3,1,1800,3,39.157616,-86.538592

2012,4,7,0,1600,14,39.15757343,-86.496168

2012,9,2,1,1000,1,39.15757225,-86.5351889

2012,10,4,1,1800,1,39.15753253,-86.55889011

2012,7,7,0,1800,2,39.15747017,-86.53869979

2012,7,5,1,1600,2,39.15747017,-86.53869979

2012,10,7,0,400,7,39.15743026,-86.53446227

2012,8,5,1,1100,4,39.15741988,-86.53364986

2012,10,7,0,1100,1,39.15741988,-86.53364986

2012,10,4,1,1600,4,39.15741988,-86.53364986

2012,4,2,1,1400,1,39.15735483,-86.58270411

2012,8,7,0,1500,4,39.15735483,-86.58270411

2012,5,5,1,100,1,39.15726565,-86.51181735

2012,6,6,0,2300,4,39.15710002,-86.55969008

2012,9,4,1,600,4,39.15710002,-86.55969008

2012,11,3,1,1600,2,39.15710002,-86.55969008

2012,11,2,1,1500,4,39.15710002,-86.55969008

2012,9,6,1,1300,4,39.15701981,-86.51259988

2012,5,4,1,1100,2,39.156896,-86.582704

2012,5,4,1,1500,20,39.156896,-86.582704

2012,6,2,1,2100,16,39.156896,-86.582704

2012,10,4,1,1500,4,39.156896,-86.582704

2012,10,2,1,1500,2,39.156896,-86.582704

2012,2,5,1,1900,4,39.156752,-86.540976

2012,3,3,1,700,8,39.15664172,-86.55753494

2012,5,3,1,1000,1,39.15664081,-86.49784049

2012,8,4,1,1400,4,39.15664,-86.527072

2012,8,5,1,1500,2,39.15652048,-86.54850997

2012,7,4,1,1200,2,39.15649108,-86.53363931

2012,7,2,1,2300,16,39.15640805,-86.5835568

2012,10,6,1,1500,26,39.15640805,-86.5835568

2012,12,5,1,1100,4,39.15627913,-86.49303987

2012,1,6,1,1200,3,39.15624,-86.5156

2012,4,4,1,1400,4,39.156144,-86.561296

2012,6,3,1,600,1,39.156144,-86.561296

2012,7,3,1,1500,4,39.156144,-86.561296

2012,9,5,1,2000,7,39.156144,-86.561296

2012,2,6,1,1400,4,39.15612973,-86.56139999

2012,9,6,1,900,4,39.15612973,-86.56139999

2012,6,4,1,1300,8,39.156128,-86.560912

2012,9,3,1,800,2,39.15607203,-86.5827073

2012,1,6,0,2300,9,39.15597014,-86.55749

2012,5,6,1,0,7,39.15590979,-86.55508004

2012,10,2,1,1700,4,39.15590979,-86.55508004

2012,2,5,1,1500,4,39.15586017,-86.55054979

2012,11,6,1,1500,24,39.15586017,-86.55054979

2012,5,2,1,900,1,39.15579781,-86.57020635

2012,8,1,0,1300,1,39.15579781,-86.57020635

2012,12,6,1,800,16,39.155776,-86.538592

2012,3,4,1,800,25,39.15577367,-86.54967136

2012,1,7,0,2200,8,39.155744,-86.537296

2012,7,7,0,2300,16,39.155744,-86.537296

2012,5,4,1,900,24,39.15570997,-86.56207993

2012,10,3,1,1800,2,39.15565029,-86.54431968

2012,5,2,1,700,15,39.155648,-86.5336

2012,4,4,1,800,4,39.15563017,-86.54330983

2012,4,5,1,600,24,39.15563017,-86.54327522

2012,11,5,1,1800,10,39.15554971,-86.52703016

2012,6,5,1,900,7,39.15541358,-86.52696847

2012,8,3,1,1400,3,39.15519172,-86.508288

2012,7,1,0,1800,3,39.15518023,-86.49773977

2012,10,6,0,2100,4,39.15518023,-86.49773977

2012,12,1,0,800,20,39.15518023,-86.49773977

2012,1,4,1,1800,4,39.155152,-86.497888

2012,6,5,1,1000,14,39.155152,-86.497888

2012,11,5,1,1600,20,39.155152,-86.497888

2012,1,7,0,500,8,39.15514737,-86.49091087

2012,6,6,1,1400,4,39.15514523,-86.59259006

2012,8,5,1,1500,4,39.15514216,-86.49774746

2012,9,7,0,1100,10,39.15512848,-86.53839111

2012,2,7,0,100,9,39.15503003,-86.49613628

2012,4,3,1,1100,4,39.15503003,-86.49611682

2012,2,7,0,2200,4,39.15503003,-86.49611033

2012,9,5,1,1300,2,39.15496723,-86.49768412

2012,4,4,1,800,4,39.15464,-86.538592

2012,10,7,0,200,7,39.15462032,-86.49175537

2012,10,7,0,300,7,39.15460136,-86.55672021

2012,2,6,0,2200,9,39.154448,-86.591696

2012,1,4,1,1200,16,39.15441428,-86.56414234

2012,11,3,1,800,4,39.15440977,-86.58883966

2012,1,4,1,1200,16,39.15438694,-86.56413853

2012,10,5,1,2200,12,39.154352,-86.39595281

2012,6,4,1,1600,5,39.154352,-86.5336

2012,6,7,0,1700,20,39.154272,-86.564176

2012,11,1,0,1200,4,39.154272,-86.564176

2012,3,6,1,1500,19,39.15427029,-86.49764657

2012,9,1,1,2000,8,39.15427029,-86.49764657

2012,10,2,1,2200,25,39.15427029,-86.49764657

2012,10,4,1,1600,4,39.15424012,-86.56434975

2012,11,7,0,1700,2,39.15424012,-86.56434975

2012,11,6,1,1400,19,39.15424012,-86.56434975

2012,9,6,1,1200,4,39.15420569,-86.56428851

2012,2,2,1,1700,16,39.15419988,-86.50844983

2012,5,1,0,1300,8,39.15412578,-86.49786768

2012,1,1,1,2300,16,39.15411003,-86.52273523

2012,9,7,0,100,11,39.15411003,-86.52268332

2012,5,3,1,2300,33,39.15411003,-86.52264006

2012,8,6,1,1100,4,39.15408537,-86.58292002

2012,8,1,0,1600,4,39.15405761,-86.5826409

2012,7,2,1,2300,5,39.15396732,-86.54180867

2012,1,2,1,900,9,39.15394977,-86.40669065

2012,6,4,1,1100,24,39.15394373,-86.56493045

2012,1,2,1,1200,8,39.153936,-86.538592

2012,1,2,1,1500,14,39.15388669,-86.5336

2012,1,5,1,300,20,39.15388669,-86.5336

2012,9,1,0,1600,7,39.153856,-86.406688

2012,2,7,0,1300,3,39.15379295,-86.53875212

2012,1,5,1,1200,2,39.15379018,-86.53875008

2012,3,3,1,1100,1,39.15379018,-86.53875008

2012,3,6,1,1100,2,39.15379018,-86.53875008

2012,6,5,1,1900,14,39.15379018,-86.53875008

2012,7,3,1,1200,4,39.15379018,-86.53875008

2012,10,2,1,700,4,39.15379018,-86.53875008

2012,11,4,1,1600,20,39.15379018,-86.53875008

2012,12,2,1,1600,1,39.15379018,-86.53875008

2012,11,6,1,1300,8,39.15367577,-86.52008995

2012,2,7,0,1600,2,39.15366572,-86.49827018

2012,4,6,1,1600,2,39.15363997,-86.53762323

2012,1,3,1,1600,2,39.15363997,-86.53757996

2012,4,4,1,1700,2,39.15362891,-86.50843361

2012,2,4,1,600,4,39.15357733,-86.5336

2012,11,3,1,1400,4,39.15344,-86.53430551

2012,10,5,1,200,5,39.15344,-86.5376

2012,4,4,1,1300,4,39.15344,-86.536304

2012,9,1,0,1200,14,39.15344,-86.5336

2012,10,6,1,1100,2,39.15344,-86.5336

2012,11,7,0,1000,1,39.15344,-86.5336

2012,11,7,0,1700,8,39.15342171,-86.5336

2012,7,2,1,1900,10,39.15339924,-86.53423592

2012,12,6,0,2100,4,39.153392,-86.527008

2012,7,7,0,1000,11,39.15336974,-86.53637375

2012,5,3,1,1700,4,39.15336,-86.524688

2012,10,5,1,2300,4,39.15335029,-86.53371021

2012,12,6,1,1600,2,39.15335029,-86.53371021

2012,10,3,1,2100,2,39.15335029,-86.53370155

2012,10,4,1,1500,2,39.15335029,-86.53370155

2012,11,6,1,800,4,39.1533,-86.57250031

2012,12,7,0,0,8,39.15327517,-86.52373756

2012,8,4,1,1900,1,39.15325977,-86.48580864

2012,4,7,0,100,10,39.15316388,-86.57256133

2012,1,3,1,600,7,39.15310483,-86.53135124

2012,2,1,0,1500,8,39.153101,-86.53143972

2012,9,7,0,0,8,39.15304586,-86.48636788

2012,1,5,1,1600,2,39.15298672,-86.51615984

2012,7,1,1,2100,20,39.15298082,-86.54525443

2012,12,4,1,600,12,39.15285526,-86.39266882

2012,12,2,1,1500,7,39.152656,-86.3777883

2012,5,5,1,1700,2,39.15264,-86.538592

2012,2,2,1,1500,7,39.15263012,-86.37109131

2012,3,5,1,1000,11,39.15263012,-86.37105244

2012,10,6,1,1700,4,39.152544,-86.530064

2012,10,2,1,2100,16,39.152544,-86.526992

2012,10,4,1,2300,12,39.15252015,-86.4003435

2012,11,5,1,1100,18,39.15252015,-86.4002139

2012,3,7,0,2100,1,39.15250667,-86.497904

2012,1,6,1,1800,4,39.15246986,-86.49051994

2012,11,1,0,1200,4,39.15246986,-86.49051994

2012,2,6,0,2000,9,39.15217012,-86.53369009

2012,9,1,0,1100,7,39.15216446,-86.6340866

2012,1,6,1,1500,4,39.15209638,-86.55050016

2012,7,3,1,1500,21,39.152,-86.3812

2012,3,7,0,100,13,39.15182206,-86.53372748

2012,7,2,1,900,8,39.15182009,-86.5269497

2012,3,3,1,1600,7,39.15175974,-86.38290328

2012,5,4,1,1500,26,39.15166557,-86.65662125

2012,5,7,0,1500,16,39.15166557,-86.65662125

2012,10,6,1,1600,11,39.151648,-86.5336

2012,9,6,1,900,8,39.15162764,-86.48757219

2012,8,4,1,1600,4,39.151552,-86.643504

2012,12,5,1,1500,16,39.151552,-86.643504

2012,1,1,0,300,12,39.1515387,-86.38465412

2012,5,3,1,1500,2,39.15149018,-86.53369009

2012,5,2,1,100,1,39.15147867,-86.5324

2012,5,6,1,1800,7,39.15144,-86.6288

2012,6,7,0,1100,8,39.15140152,-86.38205718

2012,12,3,1,1600,12,39.15138405,-86.58263973

2012,10,7,0,100,8,39.15137863,-86.53105163

2012,6,5,1,2200,4,39.15134698,-86.61031799

2012,10,5,1,1600,5,39.151344,-86.5964

2012,2,4,1,1600,5,39.15129371,-86.57996624

2012,12,3,1,1800,4,39.15127024,-86.58262029

2012,10,3,1,1600,4,39.15127024,-86.58262029

2012,3,2,1,600,20,39.15125366,-86.49055011

2012,2,6,1,600,1,39.1509638,-86.49129711

2012,4,2,1,1600,1,39.1509638,-86.49129711

2012,5,4,1,1700,8,39.1509638,-86.49129711

2012,8,7,0,100,8,39.1509638,-86.49129711

2012,9,7,0,900,7,39.15096246,-86.48668974

2012,3,6,1,1200,2,39.15072204,-86.57132685

2012,6,2,1,1400,4,39.15072,-86.522496

2012,12,7,0,1200,4,39.15072,-86.522496

2012,9,2,1,1400,2,39.15067858,-86.52590322

2012,2,7,0,1000,11,39.15064,-86.52696

2012,3,4,1,1000,4,39.15064,-86.52696

2012,5,2,1,1600,2,39.15064,-86.52696

2012,4,3,1,1800,8,39.15064,-86.52696

2012,10,6,1,1800,20,39.15064,-86.52696

2012,11,3,1,600,1,39.15064,-86.52696

2012,11,3,1,1300,13,39.15064,-86.52696

2012,4,6,1,1100,4,39.150608,-86.529104

2012,3,2,1,1100,8,39.15058963,-86.58256262

2012,7,6,1,1700,2,39.150576,-86.515088

2012,8,4,1,1600,2,39.150576,-86.515088

2012,10,2,1,1700,2,39.15057018,-86.53876014

2012,9,3,1,1200,4,39.15056013,-86.52691014

2012,9,2,1,1300,4,39.15056,-86.5324

2012,10,6,0,2100,1,39.15056,-86.5324

2012,12,5,1,1300,2,39.150544,-86.51144074

2012,9,4,1,1100,2,39.150544,-86.50652429

2012,4,7,0,2100,3,39.150544,-86.5336

2012,5,7,0,700,1,39.150544,-86.5336

2012,9,3,1,1500,2,39.150544,-86.5336

2012,9,7,0,1200,4,39.150544,-86.5336

2012,11,2,1,1800,4,39.150544,-86.5336

2012,12,1,0,1700,8,39.150544,-86.5136

2012,6,6,1,900,4,39.150544,-86.512592

2012,5,2,1,1600,5,39.150544,-86.511088

2012,4,6,1,1800,2,39.150544,-86.5096

2012,5,5,1,2100,12,39.150544,-86.5096

2012,3,2,1,1900,12,39.150544,-86.508288

2012,4,3,1,1600,2,39.150544,-86.508288

2012,10,3,1,1600,2,39.150544,-86.508288

2012,10,3,1,1800,2,39.150544,-86.502992

2012,7,5,1,1700,2,39.15052995,-86.52261994

2012,10,7,0,1200,4,39.15052995,-86.52261994

2012,11,7,0,1500,4,39.15051989,-86.53366997

2012,1,5,1,2300,16,39.15050983,-86.52924969

2012,8,2,1,1500,2,39.15050983,-86.5125402

2012,8,3,1,1500,2,39.15050983,-86.51106894

2012,1,4,1,1500,19,39.15050983,-86.51106029

2012,12,4,1,1300,2,39.15050983,-86.51106029

2012,8,2,1,1700,30,39.15048972,-86.50665148

2012,1,5,1,900,8,39.15048838,-86.5229807

2012,8,2,1,1400,2,39.15048033,-86.49825006

2012,10,4,1,700,12,39.15046021,-86.49918877

2012,5,4,1,1200,2,39.150448,-86.4992

2012,8,3,1,1900,12,39.150448,-86.49814178

2012,7,5,1,1700,4,39.150448,-86.498

2012,11,6,1,700,20,39.150448,-86.498

2012,9,5,1,1500,11,39.15041557,-86.4969426

2012,5,6,0,2100,15,39.15036682,-86.49772033

2012,4,3,1,1600,4,39.150352,-86.471296

2012,5,2,1,2000,20,39.150352,-86.471296

2012,5,7,0,1500,4,39.150352,-86.471296

2012,6,7,0,1100,2,39.150352,-86.471296

2012,7,5,1,100,7,39.15035024,-86.47138975

2012,8,2,1,1700,2,39.15035024,-86.47138975

2012,9,7,0,1900,4,39.15035024,-86.47138975

2012,12,5,1,1800,2,39.15035024,-86.47138975

2012,1,3,1,1800,12,39.15034018,-86.4913199

2012,1,2,1,1700,4,39.15034018,-86.4913199

2012,5,6,1,1500,2,39.15034018,-86.4913199

2012,3,7,0,1300,5,39.15023021,-86.47827292

2012,4,6,1,1500,2,39.150224,-86.480464

2012,8,5,1,1900,3,39.15022016,-86.48046031

2012,9,3,1,700,2,39.15018998,-86.4850007

2012,2,5,1,1900,12,39.15018998,-86.48498989

2012,5,6,1,1600,4,39.15018998,-86.48498989

2012,10,5,1,1700,4,39.15018998,-86.48498989

2012,12,6,1,1000,2,39.15013969,-86.50094032

2012,4,3,1,100,7,39.14994938,-86.48045809

2012,11,6,1,1500,4,39.14984,-86.533392

2012,12,6,1,1400,13,39.14984,-86.533392

2012,1,3,1,1600,8,39.14984,-86.53213111

2012,2,2,1,1900,1,39.14984,-86.52990593

2012,6,4,1,1300,18,39.14983448,-86.52695976

2012,2,3,1,800,8,39.14982139,-86.53338645

2012,3,2,1,400,11,39.14978027,-86.56897663

2012,1,4,1,400,7,39.14978027,-86.56891603

2012,5,1,1,2100,4,39.14978027,-86.56889006

2012,7,5,1,1500,2,39.14978027,-86.56889006

2012,8,3,1,1200,4,39.14978027,-86.56889006

2012,11,1,1,1900,15,39.14978027,-86.56889006

2012,12,3,1,1500,2,39.14978027,-86.56889006

2012,4,5,1,700,4,39.14977022,-86.53350032

2012,7,4,1,1700,4,39.14977022,-86.53350032

2012,2,7,0,300,7,39.14972778,-86.53881311

2012,4,2,1,900,4,39.14956157,-86.53875008

2012,1,5,1,800,4,39.149552,-86.575936

2012,7,2,1,1200,2,39.149552,-86.575936

2012,7,3,1,1300,4,39.149552,-86.575936

2012,8,6,1,1100,2,39.149552,-86.575936

2012,12,2,1,1600,4,39.149552,-86.575936

2012,12,3,1,1200,4,39.149552,-86.575936

2012,12,7,0,800,8,39.14936,-86.57008

2012,12,6,1,1200,7,39.14934777,-86.49972461

2012,6,5,1,2300,14,39.14930016,-86.52083024

2012,8,6,1,1400,2,39.14927792,-86.57591316

2012,8,3,1,1600,2,39.14927792,-86.57591316

2012,8,5,1,100,10,39.14920494,-86.51172213

2012,8,6,1,900,1,39.14920494,-86.51172213

2012,3,2,1,700,13,39.148928,-86.53312

2012,11,7,0,1900,14,39.14891995,-86.53324015

2012,2,5,1,1900,31,39.14882004,-86.49905003

2012,10,3,1,1200,16,39.14874025,-86.45438651

2012,7,1,1,2000,14,39.1486247,-86.58267896

2012,3,6,1,1700,8,39.148544,-86.571504

2012,2,1,0,1000,4,39.148544,-86.571504

2012,12,7,0,1500,4,39.14849919,-86.57167071

2012,3,1,0,900,4,39.148464,-86.471256

2012,11,2,1,1700,2,39.148448,-86.573

2012,2,1,0,1300,17,39.14837855,-86.49827018

2012,1,7,0,1600,11,39.14827019,-86.51748881

2012,1,3,1,1800,4,39.14823363,-86.57265858

2012,5,3,1,2000,1,39.14818514,-86.511792

2012,8,3,1,1000,2,39.14818059,-86.57595154

2012,1,5,1,1300,2,39.148144,-86.572992

2012,3,6,1,1100,7,39.148144,-86.572992

